time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
1722368255.3117921,800.274,5063.365,800.000,800.000,800.000,800.000,800.000,800.000,5200.000,5200.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,1206.919,800.000,800.000,800.000,800.000
1722368256.3264785,800.000,5024.611,800.000,800.000,800.000,800.000,800.000,800.000,5200.000,5200.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,908.013,800.000,800.000,800.000,800.000
1722368257.3404002,800.281,5042.341,800.000,800.000,800.000,800.000,800.000,800.000,5200.000,5200.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,1079.001,800.000,800.000,800.000,800.000
1722368258.3545516,800.570,4984.447,800.000,800.000,800.000,800.000,800.000,800.000,5200.013,5200.070,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,984.459,800.000,800.000,800.000,800.000
1722368259.3687055,800.000,5071.088,800.000,800.000,800.000,800.000,800.000,800.000,5200.000,5200.062,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,960.065,800.000,800.000,800.000,800.000
1722368260.3824804,800.000,4192.386,800.000,800.000,800.000,800.000,800.000,800.000,5200.000,5200.055,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000
1722368261.3968053,799.428,5047.543,800.000,800.000,800.000,800.000,800.000,800.000,5200.000,5199.930,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,891.945,800.000,800.000,800.000,800.000
1722368262.4112556,800.425,4990.705,800.000,800.000,800.000,800.000,800.000,800.000,5199.986,5199.966,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,1000.247,800.000,800.000,800.000,800.000
1722368263.425369,800.000,5068.681,800.000,800.000,800.000,800.000,800.000,800.000,5200.000,5200.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,1023.587,800.000,800.000,800.000,800.000
1722368264.43981,800.201,5017.970,800.000,800.000,800.000,800.000,800.000,800.000,5200.000,5200.029,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,892.982,800.000,800.000,800.000,800.000
1722368265.4540884,800.206,5021.858,800.000,800.000,800.000,800.000,800.000,800.000,5200.000,5200.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,1073.354,800.000,800.000,800.000,800.000
1722368266.4682863,799.714,5070.260,800.000,800.000,800.000,800.000,800.000,800.000,5200.000,5200.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,864.020,800.000,800.000,800.000,800.000
1722368267.4825127,800.000,5019.015,800.000,800.000,800.000,800.000,800.000,800.000,5200.000,5200.061,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,1048.324,800.000,800.000,800.000,800.000
1722368268.4966862,800.000,5046.180,800.000,800.000,800.000,800.000,800.000,800.000,5200.012,5200.056,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,895.775,800.000,800.000,800.000,800.000
1722368269.510805,800.481,5024.871,800.000,800.000,800.000,800.000,800.000,800.000,5200.000,5200.054,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000
