time,zone2_TSKN,zone0_INT3400 Thermal,zone9_x86_pkg_temp,zone7_TCPU_PCI,zone5_HTPP,zone3_CHRG,zone1_TMEM,zone8_iwlwifi_1,zone6_TCPU,zone4_AMBF
1722369094.9528272,50,20000,60000,60000,24050,24050,32050,25000,40050,36050
1722369095.9666796,50,20000,59000,59000,24050,24050,32050,21000,56050,36050
1722369096.9795492,50,20000,60000,60000,24050,24050,32050,21000,59050,36050
1722369097.992368,50,20000,60000,60000,24050,24050,32050,21000,59050,37050
1722369099.0057173,50,20000,60000,60000,24050,24050,32050,21000,60050,37050
1722369100.0193353,50,20000,63000,63000,24050,24050,32050,21000,60050,37050
1722369101.0324154,50,20000,63000,63000,24050,24050,32050,21000,61050,37050
1722369102.045973,50,20000,61000,61000,24050,24050,32050,21000,61050,37050
1722369103.0593045,50,20000,61000,61000,24050,24050,31050,21000,61050,38050
1722369104.0725594,50,20000,63000,63000,24050,24050,32050,21000,61050,38050
1722369105.08669,50,20000,64000,64000,24050,24050,32050,21000,62050,38050
1722369106.099503,50,20000,63000,63000,24050,24050,32050,21000,62050,38050
1722369107.112858,50,20000,63000,63000,24050,24050,32050,21000,62050,38050
1722369108.126125,50,20000,64000,64000,24050,24050,32050,21000,63050,38050
1722369109.138851,50,20000,63000,63000,24050,24050,32050,21000,63050,38050
1722369110.1521227,50,20000,64000,64000,24050,24050,32050,21000,63050,38050
1722369111.165246,50,20000,63000,63000,24050,24050,32050,21000,63050,38050
1722369112.1784887,50,20000,63000,63000,24050,24050,32050,21000,63050,39050
1722369113.1918762,50,20000,64000,64000,24050,24050,32050,21000,63050,39050
1722369114.2048123,50,20000,64000,64000,24050,24050,32050,21000,64050,39050
1722369115.218048,50,20000,65000,65000,24050,24050,32050,21000,64050,39050
1722369116.231354,50,20000,63000,63000,24050,24050,32050,21000,65050,39050
1722369117.2450016,50,20000,65000,65000,24050,24050,32050,21000,65050,39050
1722369118.258688,50,20000,65000,65000,24050,24050,32050,21000,65050,39050
1722369119.272196,50,20000,66000,66000,24050,24050,32050,21000,65050,39050
1722369120.2850182,50,20000,65000,65000,24050,24050,32050,21000,65050,39050
1722369121.2983673,50,20000,66000,66000,24050,24050,31050,21000,65050,39050
1722369122.3117068,50,20000,66000,66000,24050,24050,32050,21000,65050,39050
1722369123.3244858,50,20000,65000,65000,24050,24050,32050,21000,65050,39050
1722369124.3376148,50,20000,66000,66000,24050,24050,31050,21000,65050,39050
1722369125.351398,50,20000,66000,66000,24050,24050,32050,21000,65050,39050
1722369126.3647559,50,20000,66000,66000,24050,24050,31050,21000,66050,39050
1722369127.3781204,50,20000,66000,66000,24050,24050,32050,21000,66050,39050
1722369128.391114,50,20000,68000,68000,24050,24050,32050,21000,66050,40050
1722369129.4039917,50,20000,68000,68000,24050,24050,31050,21000,66050,40050
1722369130.4174726,50,20000,66000,66000,24050,24050,31050,21000,66050,40050
1722369131.4308767,50,20000,66000,66000,24050,24050,32050,21000,66050,40050
1722369132.443791,50,20000,68000,68000,24050,24050,31050,21000,66050,40050
1722369133.4568563,50,20000,68000,68000,24050,24050,32050,21000,66050,40050
1722369134.4697347,50,20000,66000,66000,24050,24050,31050,21000,66050,40050
1722369135.483052,50,20000,68000,68000,24050,24050,32050,21000,66050,40050
1722369136.497245,50,20000,66000,66000,24050,24050,31050,21000,67050,40050
1722369137.5121434,50,20000,68000,68000,24050,24050,32050,21000,67050,40050
1722369138.5271678,50,20000,66000,66000,24050,24050,31050,21000,67050,40050
1722369139.5420134,50,20000,69000,69000,24050,24050,31050,21000,67050,40050
1722369140.556975,50,20000,68000,68000,24050,24050,31050,21000,67050,40050
1722369141.571803,50,20000,68000,68000,24050,24050,31050,21000,67050,40050
1722369142.5866587,50,20000,66000,68000,24050,24050,31050,21000,67050,40050
1722369143.601304,50,20000,68000,68000,24050,24050,32050,21000,68050,40050
1722369144.6159863,50,20000,69000,69000,24050,24050,31050,21000,67050,40050
1722369145.6308002,50,20000,69000,69000,24050,24050,31050,21000,68050,40050
1722369146.6452272,50,20000,69000,69000,24050,24050,32050,21000,68050,40050
1722369147.6601927,50,20000,69000,69000,24050,24050,32050,21000,68050,40050
1722369148.6749735,50,20000,69000,69000,24050,24050,31050,21000,68050,40050
1722369149.6896946,50,20000,69000,69000,24050,24050,31050,21000,68050,40050
1722369150.7046134,50,20000,69000,69000,24050,24050,32050,21000,68050,40050
1722369151.7187243,50,20000,69000,69000,24050,24050,32050,21000,68050,40050
1722369152.7338026,50,20000,69000,70000,24050,24050,31050,21000,69050,40050
1722369153.7486932,50,20000,69000,70000,24050,24050,31050,21000,69050,40050
1722369154.763833,50,20000,70000,70000,24050,24050,31050,21000,69050,41050
1722369155.7788234,50,20000,70000,70000,24050,24050,31050,21000,69050,41050
1722369156.7934196,50,20000,70000,70000,24050,24050,31050,21000,69050,41050
1722369157.8082519,50,20000,70000,70000,24050,24050,31050,21000,69050,41050
1722369158.8230426,50,20000,69000,69000,24050,24050,31050,21000,69050,41050
1722369159.8372364,50,20000,70000,70000,24050,24050,31050,21000,69050,41050
1722369160.8519418,50,20000,69000,69000,24050,24050,31050,21000,69050,41050
1722369161.8666384,50,20000,70000,70000,24050,24050,31050,21000,70050,41050
1722369162.8815658,50,20000,69000,69000,24050,24050,31050,21000,70050,41050
1722369163.8961718,50,20000,72000,72000,24050,24050,31050,21000,70050,41050
1722369164.9110725,50,20000,70000,70000,24050,24050,31050,23000,70050,41050
1722369165.9255896,50,20000,70000,70000,24050,24050,31050,23000,70050,41050
1722369166.9395247,50,20000,70000,70000,24050,24050,31050,24000,70050,41050
1722369167.953536,50,20000,70000,70000,24050,24050,31050,25000,70050,41050
1722369168.967598,50,20000,72000,72000,24050,24050,31050,25000,70050,41050
1722369169.9820685,50,20000,70000,70000,24050,24050,31050,23000,70050,41050
