time,zone2_TSKN,zone0_INT3400 Thermal,zone9_x86_pkg_temp,zone7_TCPU_PCI,zone5_HTPP,zone3_CHRG,zone1_TMEM,zone8_iwlwifi_1,zone6_TCPU,zone4_AMBF
1722360320.6990016,50,20000,59000,59000,27050,26050,35050,24000,56050,45050
1722360321.7150607,50,20000,56000,56000,26050,26050,35050,24000,57050,45050
1722360322.731061,50,20000,57000,57000,26050,26050,35050,24000,57050,45050
1722360323.7468958,50,20000,57000,57000,27050,26050,35050,24000,57050,45050
1722360324.7627656,50,20000,57000,57000,27050,26050,35050,24000,57050,45050
1722360325.7784286,50,20000,70000,70000,27050,26050,35050,24000,57050,45050
1722360326.793109,50,20000,88000,88000,27050,26050,35050,24000,70050,45050
1722360327.8069255,50,20000,93000,93000,27050,26050,35050,24000,89050,45050
1722360328.820855,50,20000,95000,95000,26050,26050,35050,24000,93050,45050
1722360329.834904,50,20000,95000,95000,26050,26050,35050,24000,95050,45050
1722360330.8491943,50,20000,96000,96000,26050,26050,35050,24000,96050,46050
1722360331.8629217,50,20000,96000,96000,26050,26050,35050,24000,96050,46050
1722360332.877319,50,20000,96000,96000,26050,26050,35050,24000,97050,46050
1722360333.8909228,50,20000,81000,81000,27050,26050,35050,24000,84050,46050
1722360334.9050045,50,20000,80000,80000,26050,26050,36050,24000,80050,46050
1722360335.9189436,50,20000,78000,78000,26050,26050,35050,24000,79050,46050
1722360336.9332871,50,20000,78000,78000,26050,26050,35050,24000,79050,46050
1722360337.9469235,50,20000,80000,80000,26050,26050,35050,24000,79050,46050
1722360338.9609842,50,20000,80000,80000,26050,26050,35050,24000,79050,46050
1722360339.9749248,50,20000,80000,80000,26050,26050,35050,24000,79050,46050
1722360340.9889867,50,20000,80000,80000,26050,26050,35050,24000,79050,46050
1722360342.00292,50,20000,80000,80000,26050,26050,35050,24000,79050,46050
1722360343.0170808,50,20000,80000,80000,26050,26050,35050,24000,79050,46050
1722360344.0308254,50,20000,81000,81000,26050,26050,35050,24000,79050,46050
1722360345.0447984,50,20000,78000,78000,26050,26050,35050,24000,79050,46050
1722360346.0589228,50,20000,78000,78000,26050,26050,35050,24000,78050,46050
1722360347.0729983,50,20000,80000,80000,26050,26050,35050,24000,78050,46050
1722360348.0869243,50,20000,79000,79000,26050,26050,35050,24000,78050,46050
1722360349.1010332,50,20000,80000,80000,26050,26050,35050,24000,78050,46050
1722360350.114927,50,20000,78000,78000,26050,26050,35050,24000,78050,46050
1722360351.1287322,50,20000,79000,79000,26050,26050,35050,24000,78050,46050
1722360352.1429245,50,20000,80000,80000,26050,26050,35050,24000,78050,46050
1722360353.1571188,50,20000,79000,79000,26050,26050,35050,24000,78050,46050
1722360354.170924,50,20000,79000,79000,26050,26050,35050,24000,78050,46050
1722360355.1853087,50,20000,78000,78000,27050,26050,35050,24000,78050,46050
1722360356.1989276,50,20000,78000,78000,26050,26050,36050,24000,78050,46050
1722360357.2133331,50,20000,78000,78000,26050,26050,35050,24000,78050,46050
1722360358.2269297,50,20000,78000,78000,26050,26050,35050,24000,78050,46050
1722360359.241122,50,20000,78000,78000,26050,26050,35050,24000,78050,46050
1722360360.2548103,50,20000,79000,79000,27050,26050,35050,27000,78050,46050
1722360361.2691047,50,20000,78000,78000,26050,26050,35050,27000,78050,46050
1722360362.2829232,50,20000,78000,78000,26050,26050,36050,24000,78050,46050
1722360363.2966042,50,20000,78000,78000,26050,26050,35050,24000,78050,46050
1722360364.310674,50,20000,80000,80000,26050,26050,35050,24000,78050,46050
1722360365.3249831,50,20000,79000,79000,26050,26050,35050,24000,78050,46050
1722360366.338926,50,20000,79000,79000,26050,26050,35050,24000,79050,46050
1722360367.3531373,50,20000,79000,79000,26050,26050,36050,24000,78050,46050
1722360368.3669326,50,20000,80000,80000,27050,26050,35050,24000,79050,46050
1722360369.3808036,50,20000,80000,80000,26050,26050,35050,24000,78050,46050
1722360370.3945084,50,20000,78000,78000,26050,26050,35050,24000,79050,46050
1722360371.4084487,50,20000,78000,78000,26050,26050,35050,24000,79050,46050
1722360372.422496,50,20000,78000,78000,26050,26050,35050,24000,79050,46050
1722360373.4367752,50,20000,78000,78000,26050,26050,35050,24000,78050,46050
1722360374.450823,50,20000,78000,78000,27050,26050,36050,24000,78050,46050
1722360375.465344,50,20000,79000,79000,26050,26050,35050,24000,78050,46050
