time,intel-rapl-mmio:0,intel-rapl:0
1722348960.5492358,67730122386,67730122386
1722348961.5635583,67777220776,67777220776
1722348962.5780482,67824433058,67824433058
1722348963.5993457,67927833550,67927833550
1722348964.6148317,68123668376,68123668376
1722348965.6299999,68345589195,68345589195
1722348966.6464236,68567957888,68567957888
1722348967.6625223,68790147871,68790147871
1722348968.6792872,69012528649,69012528649
1722348969.695814,69235140811,69235140811
1722348970.711923,69457298812,69457298812
1722348971.7274692,69678459867,69678459867
1722348972.7440896,69801527118,69801527118
1722348973.7605877,69866877292,69866877292
1722348974.7773287,69932279835,69932279835
1722348975.7937393,69997746708,69997746708
1722348976.8104699,70063431354,70063456013
1722348977.8269336,70128865940,70128865940
1722348978.8439252,70194370228,70194370228
1722348979.8606536,70260159305,70260159305
1722348980.8773248,70325650776,70325650776
1722348981.8942053,70391276401,70391276401
1722348982.9108179,70456861561,70456861561
1722348983.927428,70522580448,70522580448
1722348984.9439888,70588315265,70588315265
1722348985.9606538,70653980807,70653980807
1722348986.9772696,70719846971,70719846971
1722348987.9940302,70785601381,70785601381
1722348989.0097852,70851300981,70851300981
1722348990.0264282,70917014374,70917014374
1722348991.0429313,70982789841,70982789841
1722348992.059551,71048563171,71048563171
1722348993.0755315,71114386550,71114386550
1722348994.0917606,71180018157,71180018157
1722348995.1086733,71245895185,71245895185
1722348996.1252692,71311659787,71311659787
1722348997.1423008,71377490857,71377490857
1722348998.1590943,71443188198,71443188198
1722348999.175893,71509044963,71509044963
1722349000.1926723,71574896357,71574896357
1722349001.209221,71640874704,71640874704
1722349002.2259085,71706649499,71706649499
1722349003.2422898,71772593971,71772593971
1722349004.2583475,71838228691,71838228691
1722349005.2747781,71904030280,71904030280
1722349006.2914557,71969812888,71969812888
1722349007.3081026,72035587866,72035587866
1722349008.3248348,72101408437,72101408437
1722349009.341293,72167218876,72167218876
1722349010.3580685,72233077900,72233077900
1722349011.374975,72298853854,72298853854
1722349012.3918455,72364792589,72364792589
1722349013.4086506,72430709657,72430709657
1722349014.4253,72496359574,72496359574
1722349015.4421475,72562247406,72562247406
1722349016.4589455,72628021286,72628021286
1722349017.4755054,72693747924,72693747924
1722349018.4935768,72759521987,72759521987
1722349019.5107245,72825600675,72825600675
1722349020.5275068,72891578167,72891578167
1722349021.544193,72957316158,72957316158
1722349022.5609004,73023281016,73023281016
1722349023.5772672,73089091639,73089091639
1722349024.593664,73154921609,73154921609
1722349025.6095176,73220544549,73220544549
1722349026.6257052,73286406502,73286406502
1722349027.6420004,73352237510,73352237510
1722349028.658665,73417909461,73417909461
1722349029.6751528,73483659232,73483659232
1722349030.6917682,73549393744,73549393744
1722349031.708444,73615394246,73615394246
1722349032.724877,73681091893,73681091893
1722349033.7413445,73746786305,73746786305
1722349034.7583287,73812461796,73812461796
1722349035.7750401,73878429889,73878429889
1722349036.7909145,73943964572,73943964572
1722349037.8079143,74009769946,74009769946
1722349038.8246384,74075497744,74075497744
1722349039.8412218,74141443254,74141443254
1722349040.8578105,74207069245,74207069245
1722349041.8743985,74273029648,74273029648
1722349042.8909814,74338751037,74338751037
1722349043.907779,74404616225,74404616225
1722349044.9242392,74470393888,74470393888
1722349045.940738,74536127119,74536127119
1722349046.957507,74602051938,74602051938
1722349047.973647,74667642590,74667642590
1722349048.989589,74733540981,74733540981
1722349050.0062153,74799334758,74799334758
1722349051.0232015,74865260126,74865260126
1722349052.0400445,74931065256,74931065256
1722349053.0572798,74997078575,74997078575
1722349054.0738513,75062933204,75062933204
1722349055.0904894,75128823477,75128823477
1722349056.1070778,75194720281,75194720281
1722349057.123847,75260434346,75260501668
1722349058.1402187,75326251378,75326251378
1722349059.1569772,75392229236,75392273609
1722349060.1734917,75457990725,75457990725
1722349061.190051,75523973711,75523973711
1722349062.2061775,75589704561,75589704561
1722349063.2227092,75655412156,75655412156
1722349064.239254,75721313355,75721313355
1722349065.2555676,75787075637,75787075637
1722349066.2723367,75852985198,75852985198
1722349067.288957,75918778975,75918778975
1722349068.3056686,75984599363,75984599363
1722349069.3227556,76050629406,76050629406
1722349070.3393695,76116382595,76116382595
1722349071.3563628,76182409769,76182409769
1722349072.3728738,76248269952,76248269952
1722349073.389499,76314213631,76314213631
1722349074.4064229,76380076683,76380076683
1722349075.42341,76446006934,76446006934
1722349076.4400954,76511861746,76511861746
1722349077.4567726,76577839604,76577839604
1722349078.473352,76643506917,76643506917
1722349079.4899218,76709614902,76709614902
1722349080.5067005,76775448840,76775448840
1722349081.5230901,76841436281,76841436281
1722349082.5398774,76907256363,76907256363
1722349083.5561922,76973222381,76973222381
1722349084.573146,77039087264,77039087264
1722349085.590168,77104944944,77104944944
1722349086.6068468,77170619093,77170619093
1722349087.6235468,77236513211,77236513211
1722349088.6400309,77302415447,77302415447
1722349089.6563346,77368124996,77368124996
1722349090.6736927,77434171641,77434171641
1722349091.689979,77499919702,77499919702
1722349092.7068644,77565816811,77565816811
1722349093.7233906,77631722832,77631722832
1722349094.7399857,77697504157,77697504157
1722349095.7569366,77763323996,77763323996
1722349096.7737443,77829273229,77829273229
1722349097.790508,77895208668,77895208668
1722349098.8071024,77961076114,77961076114
1722349099.8237958,78026955584,78026955584
1722349100.8401725,78092922273,78092922273
1722349101.8572118,78158824693,78158824693
1722349102.8739707,78224845031,78224845031
1722349103.8898754,78290699965,78290699965
1722349104.9063487,78356749418,78356749418
1722349105.9228234,78422651715,78422651715
1722349106.9393346,78488390866,78488390866
1722349107.9558613,78554351756,78554351756
1722349108.972318,78620167933,78620167933
1722349109.9890366,78686076761,78686076761
1722349111.0053868,78752056023,78752056023
1722349112.0224135,78817919685,78817919685
1722349113.039038,78883822165,78883822165
1722349114.055628,78949702612,78949702612
1722349115.0718524,79015624135,79015624135
1722349116.0887885,79081525761,79081525761
1722349117.1053574,79147422687,79147422687
1722349118.1220639,79213389498,79213389498
1722349119.138944,79279275193,79279275193
1722349120.1548855,79344995667,79344995667
1722349121.171253,79411068374,79411068374
1722349122.1881554,79476954924,79476954924
1722349123.2043173,79542637678,79542637678
1722349124.2210925,79608514768,79608514768
1722349125.2378247,79674487072,79674487072
1722349126.2546105,79740292019,79740292019
1722349127.2712748,79806190348,79806190348
1722349128.2877018,79872155512,79872155512
1722349129.3040366,79937918771,79937918771
1722349130.3209376,80003947594,80003947594
1722349131.337368,80069813514,80069813514
1722349132.353117,80135613760,80135613760
1722349133.3699193,80201575078,80201575078
1722349134.386472,80267443013,80267443013
1722349135.403109,80333349582,80333349582
1722349136.4200091,80399097217,80399097217
1722349137.4365144,80465105654,80465105654
1722349138.453651,80531007951,80531007951
1722349139.4702857,80596920563,80596920563
1722349140.4876664,80662894088,80662894088
1722349141.5044162,80728752257,80728752257
1722349142.5204241,80794603773,80794603773
1722349143.5369968,80860444241,80860444241
1722349144.5543642,80926251324,80926275799
1722349145.5710967,80992128230,80992128230
1722349146.5871542,81057987559,81057987559
1722349147.6034653,81123860559,81123860559
1722349148.6196938,81189714944,81189714944
1722349149.636013,81255563408,81255563408
1722349150.6532047,81321451789,81321451789
1722349151.6695871,81387267478,81387267478
1722349152.6858833,81453105383,81453105383
1722349153.701604,81518915456,81518915456
1722349154.7193203,81584767643,81584767643
1722349155.7360263,81650781574,81650781574
1722349156.7526207,81716662325,81716662325
1722349157.7691898,81782670396,81782670396
1722349158.785339,81848506836,81848506836
1722349159.8019783,81914344009,81914344009
1722349160.8178854,81980112701,81980112701
1722349161.8355289,82046079451,82046079451
1722349162.8519533,82111955930,82111955930
1722349163.868618,82177876782,82177876782
1722349164.8854496,82243791347,82243866237
1722349165.9025354,82309682292,82309682292
1722349166.918975,82375500482,82375500482
1722349167.9357524,82441377084,82441377084
1722349168.9521742,82507229149,82507229149
1722349169.9687924,82573048072,82573048072
1722349170.9846377,82638789054,82638789054
1722349172.00045,82704614508,82704614508
1722349173.0170233,82770482870,82770482870
1722349174.0329502,82836274449,82836274449
1722349175.0492,82902049916,82902049916
1722349176.0658386,82967893863,82967893863
1722349177.0823064,83033654803,83033654803
1722349178.0983713,83099423434,83099423434
1722349179.1150641,83165238756,83165238756
1722349180.1310234,83230964418,83230964418
1722349181.1472282,83296785844,83296785844
1722349182.163566,83362593170,83362593170
1722349183.1803212,83428346969,83428346969
1722349184.1966217,83494142882,83494142882
1722349185.2129436,83559974379,83559974379
1722349186.2297044,83625735136,83625735136
1722349187.2460399,83691644147,83691644147
1722349188.2622502,83757449215,83757449215
1722349189.2786865,83823268627,83823268627
1722349190.295125,83889191859,83889191859
1722349191.3122926,83954876017,83954876017
1722349192.3293889,84020947076,84020947076
1722349193.3458407,84086720894,84086720894
1722349194.361989,84152428734,84152428734
1722349195.3775103,84218122840,84218122840
1722349196.3943102,84284061331,84284061331
1722349197.410821,84349891851,84349891851
1722349198.426644,84415665304,84415665304
1722349199.4432352,84481558751,84481558751
1722349200.4599063,84547190602,84547190602
1722349201.4763892,84613177371,84613177371
1722349202.493527,84678944720,84678944720
1722349203.5102537,84744800997,84744800997
1722349204.526993,84810489488,84810489488
1722349205.5436292,84876321595,84876321595
1722349206.5603106,84942158524,84942158524
1722349207.5776622,85007978851,85008023406
1722349208.5942798,85073884444,85073884444
1722349209.610695,85139688169,85139688169
1722349210.6270347,85205565930,85205565930
1722349211.6436112,85271302273,85271302273
1722349212.6612408,85337261638,85337261638
1722349213.6777883,85403119990,85403119990
1722349214.6956964,85469060617,85469060617
1722349215.712329,85534799340,85534799340
1722349216.7283297,85600660134,85600660134
1722349217.7448616,85666455559,85666455559
1722349218.7613852,85732337775,85732337775
1722349219.777499,85798138998,85798138998
1722349220.7940521,85864039342,85864039342
1722349221.8095977,85929779958,85929779958
1722349222.8261194,85995614140,85995614140
1722349223.841658,86061401447,86061401447
1722349224.8581583,86127214877,86127214877
1722349225.8741775,86193050890,86193050890
1722349226.8905783,86258798402,86258798402
1722349227.9076867,86324673417,86324673417
1722349228.9243245,86390504242,86390504242
1722349229.9409084,86456216598,86456216598
1722349230.9573414,86522122863,86522122863
1722349231.9738998,86587886977,86587886977
1722349232.9890418,86653567717,86653567717
1722349234.005497,86719384076,86719384076
1722349235.0217152,86784965146,86784965146
1722349236.0360847,86849091325,86849091325
