time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
1722375701.979237,4934.810,4955.042,800.000,800.000,800.000,800.000,800.000,800.000,5200.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,847.291,800.000,800.000,800.000,800.000
1722375702.99434,4703.611,5069.001,800.000,800.000,800.000,800.000,800.000,800.000,5176.153,800.000,4625.748,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,1086.200,800.000,800.000,800.000,800.000
1722375704.0086753,800.280,5044.092,800.000,800.000,800.000,800.000,800.000,800.000,5171.283,800.000,4842.935,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,981.921,800.000,800.000,800.000,800.000
1722375705.0232496,800.000,4978.274,800.000,800.000,800.000,800.000,800.000,800.000,5176.078,800.000,4665.835,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,2376.000,800.000,800.000,800.000,800.000
1722375706.0376,800.000,5042.208,800.000,800.000,800.000,800.000,800.000,800.000,5179.310,800.000,4335.640,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,866.340,800.000,800.000,800.000,800.000
1722375707.0521367,800.000,5021.010,800.000,800.000,800.000,800.000,800.000,800.000,5175.220,800.000,4720.688,800.000,800.000,800.000,800.000,800.000,800.000,800.000,1810.160,1008.218,800.000,800.000,800.000,800.000
1722375708.066137,800.000,5018.128,800.000,800.000,800.000,800.000,800.000,800.494,5137.784,800.000,4896.177,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,1003.234,800.000,800.000,800.000,800.000
1722375709.0807257,800.280,4895.771,800.000,800.000,800.000,800.000,800.000,800.000,5173.776,800.000,4768.985,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,1006.557,800.000,800.000,800.000,800.000
1722375710.095456,800.000,5013.355,800.000,800.000,800.000,800.000,800.000,800.000,5173.759,800.000,4851.208,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,989.416,800.000,800.000,800.000,800.000
1722375711.1102583,800.281,5018.775,800.000,800.000,800.000,800.000,800.000,800.000,5135.902,800.000,4686.709,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,1016.550,800.000,800.000,800.000,800.000
1722375712.1249733,800.000,5016.756,800.000,800.000,800.000,800.000,800.000,800.000,5178.164,800.000,4555.999,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,899.443,800.000,800.000,800.000,800.000
1722375713.1392775,1861.756,5044.021,800.000,800.000,800.000,800.000,800.000,800.000,5111.846,800.000,4941.658,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,974.140,800.000,800.000,800.000,800.000
1722375714.153883,800.282,5027.788,800.000,800.000,800.000,800.000,800.000,800.000,5180.011,800.000,4546.420,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,851.204,800.000,800.000,800.000,800.000
1722375715.1690023,800.280,5045.168,800.000,800.000,800.000,800.000,800.000,800.000,5179.666,800.000,4456.822,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,1289.248,800.000,800.000,800.000,800.000
1722375716.1838984,800.000,5017.703,800.000,800.000,800.000,800.000,800.000,800.000,5133.792,800.000,4783.625,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,901.561,800.000,800.000,800.000,800.000
1722375717.1982942,800.000,5023.122,800.000,800.000,800.000,800.000,800.000,800.000,5171.480,800.000,4738.340,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,1049.865,800.000,800.000,800.000,800.000
1722375718.2132306,800.000,5045.241,800.000,800.000,800.000,800.000,800.000,800.000,5174.494,800.000,4848.565,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,940.274,800.000,800.000,800.000,800.000
1722375719.2279503,800.000,4979.993,800.000,800.000,800.000,800.000,800.000,800.000,5136.671,800.000,4591.075,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,1024.808,800.000,800.000,800.000,800.000
1722375720.2425385,800.000,4990.208,800.000,800.000,800.000,800.000,800.000,800.000,5167.768,800.000,4717.859,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,1000.092,800.000,800.000,800.000,800.000
1722375721.2574642,800.235,5067.707,800.000,800.000,800.000,800.000,800.000,800.000,5173.820,800.000,4778.700,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,961.694,800.000,800.000,800.000,800.000
1722375722.272255,800.000,5069.689,800.000,800.000,800.000,800.000,800.000,800.000,5174.034,800.000,4833.597,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,1082.533,800.000,800.000,800.000,800.000
1722375723.2869086,800.280,4951.769,800.000,800.000,800.000,800.000,800.000,800.000,5167.934,800.000,4778.843,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000
1722375724.301595,800.566,5032.388,800.000,800.000,800.000,800.000,800.000,800.000,5180.594,800.000,4472.341,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,934.944,800.000,800.000,800.000,800.000
1722375725.3161914,800.280,5071.350,800.000,800.000,800.000,800.000,800.000,800.000,5175.591,800.000,4691.249,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,2800.632,800.000,800.000,800.000,800.000
1722375726.3306901,2181.599,5092.725,800.000,800.000,800.000,800.000,800.000,800.000,5169.327,800.000,4850.845,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,1087.667,800.000,800.000,800.000,800.000
1722375727.3456838,800.475,4805.869,800.000,800.000,800.000,800.000,800.000,800.000,5178.318,800.000,4646.059,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,986.322,800.000,800.000,800.000,800.000
1722375728.3601358,800.000,5030.442,800.000,800.000,800.000,800.000,800.000,800.000,5178.418,800.000,4833.619,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,941.539,800.000,800.000,800.000,800.000
1722375729.374836,800.562,5018.915,800.000,800.000,800.000,800.000,800.000,800.000,5169.451,800.000,4756.846,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000
1722375730.3895063,800.000,4766.883,800.000,800.000,800.000,800.000,800.000,800.000,5176.644,800.000,4806.438,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,1011.914,800.000,800.000,800.000,800.000
1722375731.404437,800.285,5052.590,800.000,800.000,800.000,800.000,800.000,800.000,5173.846,800.000,4831.323,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,1018.007,800.000,800.000,800.000,800.000
1722375732.4189758,800.000,4966.765,800.000,800.000,800.000,800.000,800.000,800.000,5164.761,800.000,4908.134,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,866.042,800.000,800.000,800.000,800.000
1722375733.4340017,800.284,5071.047,800.000,800.000,800.000,800.000,800.000,800.000,5182.408,800.000,4516.310,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,980.013,800.000,800.000,800.000,800.000
1722375734.4487538,800.000,5016.429,800.000,800.000,800.000,800.000,800.000,800.000,5174.248,800.000,4694.556,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,1041.699,800.000,800.000,800.000,800.000
1722375735.4635408,800.241,5016.842,800.000,800.000,800.000,800.000,800.000,800.000,5171.107,800.000,4834.243,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,1093.452,800.000,800.000,800.000,800.000
1722375736.47832,800.000,5006.968,800.000,2482.438,800.000,800.000,800.000,932.259,5149.623,800.000,4767.311,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,941.522,800.000,800.000,800.000,800.000
1722375737.493101,800.851,5097.102,800.000,2864.634,800.000,800.000,800.000,800.000,5168.436,800.000,4715.438,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,939.605,800.000,800.000,800.000,800.000
1722375738.5078504,1887.823,5016.575,800.000,800.000,800.000,800.000,800.000,800.000,5135.630,800.000,4782.538,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,1078.192,800.000,800.000,800.000,800.000
1722375739.5226743,801.014,4765.974,800.000,800.000,800.000,800.000,800.000,800.000,5169.422,800.000,4817.600,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,1095.689,800.000,800.000,800.000,800.000
1722375740.5376246,800.000,4842.595,800.000,800.000,800.000,800.000,800.000,800.000,5177.719,800.000,4505.135,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,948.466,800.000,800.000,800.000,800.000
1722375741.5525212,800.000,5069.394,800.000,800.000,800.000,800.000,800.000,800.000,5173.976,800.000,4895.962,800.000,800.000,800.000,800.000,800.000,800.000,800.000,800.000,1051.986,800.000,800.000,800.000,800.000
