time,intel-rapl-mmio:0,intel-rapl:0
1722384543.4834552,242739605574,242739605574
1722384544.4986455,242768306612,242768306612
1722384545.5138454,242797053669,242797053669
1722384546.5289621,242825846442,242825846442
1722384547.5441139,242854717584,242854717584
1722384548.5591524,242883495648,242883495648
1722384549.574591,242912251189,242912251189
1722384550.5899994,242940804827,242940804827
1722384551.6046016,242969316534,242969316534
1722384552.6196012,242997583613,242997583613
1722384553.6346843,243025904097,243025904097
1722384554.6495106,243054361726,243054361726
1722384555.6647768,243082966329,243082966329
1722384556.6800222,243111594063,243111594063
1722384557.6951685,243139995968,243139995968
1722384558.7104263,243168628524,243168628524
1722384559.72536,243197190646,243197190646
1722384560.7405386,243225470847,243225470847
1722384561.755894,243254018259,243254018259
1722384562.7710054,243282693845,243282693845
1722384563.7859406,243311286057,243311286057
1722384564.8012934,243339738804,243339738804
1722384565.8161533,243368198509,243368198509
1722384566.8312192,243396697032,243396697032
1722384567.8464944,243424905639,243424905639
1722384568.8616142,243452909595,243452909595
1722384569.876759,243481554420,243481554420
1722384570.89171,243509957240,243509957240
1722384571.9069598,243538523024,243538523024
1722384572.9222078,243566937441,243566937441
1722384573.937091,243595337270,243595337270
1722384574.952086,243623834329,243623834329
1722384575.9669635,243652452969,243652452969
1722384576.982428,243680967788,243680967788
1722384577.9975538,243709535708,243709535708
1722384579.0127735,243737979788,243737979788
1722384580.028027,243766766214,243766766214
1722384581.042822,243795611477,243795611477
1722384582.0576448,243824317458,243824317458
1722384583.0724344,243852989077,243852989077
1722384584.0875313,243881753102,243881753102
1722384585.1024978,243910458229,243910458229
1722384586.1171362,243939147303,243939147303
1722384587.1321716,243967825819,243967825819
1722384588.1467154,243996368714,243996368714
1722384589.1609747,244024616750,244024616750
1722384590.1742342,244053044473,244053044473
1722384591.186908,244081247464,244081247464
1722384592.200177,244109058123,244109058123
1722384593.213955,244137572882,244137572882
1722384594.2262375,244166200982,244166200982
1722384595.2389576,244194848736,244194848736
1722384596.2529678,244223674651,244223674651
1722384597.2660165,244252371477,244252371477
1722384598.2787974,244281055547,244281055547
1722384599.2917883,244309766655,244309766655
